Technique,Assumption ID,Assumption Name,Weight Type,Value,Rationale
ContainerPrivilegedPortServiceImpersonation,IMG-3,App images are signed and verified,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,IMG-3,App images are signed and verified,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
ContainerPrivilegedPortServiceImpersonation,IMG-4,Dockerfiles of the app pin the base image version,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,IMG-4,Dockerfiles of the app pin the base image version,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
ContainerPrivilegedPortServiceImpersonation,IMG-5,App images are rebuilt and updated regularly,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,IMG-5,App images are rebuilt and updated regularly,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
ContainerPrivilegedPortServiceImpersonation,IMG-6,Device orchestration only uses trusted image registries,Exploitability,0,Container image security practices do not make binding privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,IMG-6,Device orchestration only uses trusted image registries,Exposure,1,Container image security practices help identifying containers that bind privileged ports and discovering why they do it
ContainerPrivilegedPortServiceImpersonation,MON-1,Container-level logging is enabled,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,MON-1,Container-level logging is enabled,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortServiceImpersonation,MON-2,Processes on the host device are monitored for anomalous behavior,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,MON-2,Processes on the host device are monitored for anomalous behavior,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortServiceImpersonation,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,MON-3,"Runtime security tools (e.g. Falco, Trivy) are used",Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortServiceImpersonation,MON-4,Incident response procedures are implemented,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,MON-4,Incident response procedures are implemented,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortServiceImpersonation,MON-5,Logs are centralized and protected,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,MON-5,Logs are centralized and protected,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortServiceImpersonation,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,MON-6,Decoy containers (honeypots) are deployed on the device to detect malicious activity,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortServiceImpersonation,MON-7,Container API calls and orchestration events are monitored for anomalies,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,MON-7,Container API calls and orchestration events are monitored for anomalies,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortServiceImpersonation,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exploitability,0,Monitoring and detection controls do not make binding of privileged ports more difficult
ContainerPrivilegedPortServiceImpersonation,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exposure,1,"Monitoring and detection controls do not prevent binding of privileged ports, but they help identifying malicious activities and the intention of container deployment"
ContainerPrivilegedPortServiceImpersonation,NET-1,App container networks are segmented,Exploitability,0,Network security controls do not prevent or make port binding more difficult
ContainerPrivilegedPortServiceImpersonation,NET-1,App container networks are segmented,Exposure,2,Container network security controls support the management and identification of services that bind privileged ports
ContainerPrivilegedPortServiceImpersonation,NET-2,Host-level firewall rules and network policies are applied,Exploitability,0,Network security controls do not prevent or make port binding more difficult
ContainerPrivilegedPortServiceImpersonation,NET-2,Host-level firewall rules and network policies are applied,Exposure,2,Container network security controls support the management and identification of services that bind privileged ports
ContainerPrivilegedPortServiceImpersonation,NET-3,Inter-container communication is encrypted,Exploitability,0,Network security controls do not prevent or make port binding more difficult
